Transaction,Item,period_day,weekday_weekend
465,Brownie,morning,weekday
466,Bread,morning,weekday
466,Coffee,morning,weekday
467,Bread,morning,weekday
468,Coffee,morning,weekday
469,Tea,morning,weekday
469,Tea,morning,weekday
470,Tea,morning,weekday
471,Coffee,morning,weekday
471,Coffee,morning,weekday
473,Bread,morning,weekday
473,Coffee,morning,weekday
474,Bread,morning,weekday
474,Bread,morning,weekday
475,Bread,morning,weekday
475,The BART,morning,weekday
476,Coffee,morning,weekday
476,Brownie,morning,weekday
477,Coffee,morning,weekday
478,Coffee,morning,weekday
478,Brownie,morning,weekday
479,Mineral water,morning,weekday
479,Coffee,morning,weekday
479,Coffee,morning,weekday
479,Tartine,morning,weekday
480,Brownie,morning,weekday
480,Coffee,morning,weekday
481,Brownie,morning,weekday
481,Juice,morning,weekday
482,Coffee,morning,weekday
482,Coffee,morning,weekday
482,Bread,morning,weekday
482,Tea,morning,weekday
482,Alfajores,morning,weekday
482,Medialuna,morning,weekday
482,Pastry,morning,weekday
482,Jam,morning,weekday
483,Bread,afternoon,weekday
484,Fudge,afternoon,weekday
484,Fudge,afternoon,weekday
485,Coffee,afternoon,weekday
485,Pick and Mix Bowls,afternoon,weekday
486,Pastry,afternoon,weekday
486,Bread,afternoon,weekday
487,Soup,afternoon,weekday
487,Scandinavian,afternoon,weekday
487,Coffee,afternoon,weekday
487,Mineral water,afternoon,weekday
488,Juice,afternoon,weekday
488,Mineral water,afternoon,weekday
488,Sandwich,afternoon,weekday
488,Pick and Mix Bowls,afternoon,weekday
489,Bread,afternoon,weekday
489,Pastry,afternoon,weekday
489,Bread,afternoon,weekday
490,Hearty & Seasonal,afternoon,weekday
490,Hearty & Seasonal,afternoon,weekday
490,Coffee,afternoon,weekday
490,Coffee,afternoon,weekday
491,Bread,afternoon,weekday
491,Hearty & Seasonal,afternoon,weekday
491,Coffee,afternoon,weekday
491,Mineral water,afternoon,weekday
492,Coffee,afternoon,weekday
492,Tartine,afternoon,weekday
492,Sandwich,afternoon,weekday
492,Brownie,afternoon,weekday
493,Coffee,afternoon,weekday
493,Brownie,afternoon,weekday
494,Alfajores,afternoon,weekday
494,Coffee,afternoon,weekday
494,Tartine,afternoon,weekday
495,Mighty Protein,afternoon,weekday
495,Coffee,afternoon,weekday
497,Coffee,afternoon,weekday
497,Hot chocolate,afternoon,weekday
498,Soup,afternoon,weekday
498,Jam,afternoon,weekday
498,Coffee,afternoon,weekday
498,Coffee,afternoon,weekday
499,Mineral water,afternoon,weekday
499,Brownie,afternoon,weekday
500,Scandinavian,afternoon,weekday
500,Coffee,afternoon,weekday
501,Scandinavian,afternoon,weekday
501,Coffee,afternoon,weekday
502,Coffee,afternoon,weekday
502,Coffee,afternoon,weekday
503,Coffee,afternoon,weekday
503,Coffee,afternoon,weekday
503,Hot chocolate,afternoon,weekday
503,Brownie,afternoon,weekday
503,Hearty & Seasonal,afternoon,weekday
504,Tea,afternoon,weekday
504,Cake,afternoon,weekday
505,Medialuna,afternoon,weekday
506,Alfajores,afternoon,weekday
506,Tea,afternoon,weekday
506,Coffee,afternoon,weekday
507,Coffee,afternoon,weekday
507,Juice,afternoon,weekday
507,Brownie,afternoon,weekday
507,Alfajores,afternoon,weekday
508,Coffee,afternoon,weekday
508,Sandwich,afternoon,weekday
509,Bread,afternoon,weekday
509,Soup,afternoon,weekday
510,Soup,afternoon,weekday
510,Bread,afternoon,weekday
511,Bread,afternoon,weekday
512,Tea,afternoon,weekday
512,Brownie,afternoon,weekday
512,Cookies,afternoon,weekday
513,Coffee,afternoon,weekday
513,Bread,afternoon,weekday
513,Brownie,afternoon,weekday
514,Brownie,afternoon,weekday
515,Cookies,afternoon,weekday
515,Bread,afternoon,weekday
515,Jam,afternoon,weekday
516,Coffee,afternoon,weekday
517,Tea,afternoon,weekday
517,Brownie,afternoon,weekday
517,Tea,afternoon,weekday
518,Alfajores,afternoon,weekday
518,Medialuna,afternoon,weekday
518,Scandinavian,afternoon,weekday
519,Hot chocolate,evening,weekday
519,Coffee,evening,weekday
519,Alfajores,evening,weekday
519,Cookies,evening,weekday
520,Brownie,evening,weekday
521,Fudge,evening,weekday
522,Tea,evening,weekday
522,Brownie,evening,weekday
523,Dulce de Leche,evening,weekday
523,Fudge,evening,weekday
524,Bread,morning,weekend
524,Scandinavian,morning,weekend
524,Fudge,morning,weekend
524,Granola,morning,weekend
524,Pastry,morning,weekend
524,Coffee,morning,weekend
525,Bread,morning,weekend
525,Fudge,morning,weekend
526,Hot chocolate,morning,weekend
526,Coffee,morning,weekend
526,Medialuna,morning,weekend
526,Medialuna,morning,weekend
527,Bread,morning,weekend
528,Bread,morning,weekend
528,Medialuna,morning,weekend
529,Bread,morning,weekend
529,Coffee,morning,weekend
529,Medialuna,morning,weekend
529,Jam,morning,weekend
530,Jam,morning,weekend
530,Coffee,morning,weekend
530,Brownie,morning,weekend
531,Bread,morning,weekend
531,Coffee,morning,weekend
531,Jam,morning,weekend
532,Scandinavian,morning,weekend
533,Coffee,morning,weekend
533,Cookies,morning,weekend
534,Coffee,morning,weekend
534,Coffee,morning,weekend
534,Scandinavian,morning,weekend
535,Bread,morning,weekend
536,Bread,morning,weekend
537,Jam,morning,weekend
537,Brownie,morning,weekend
537,Coffee,morning,weekend
537,Coffee,morning,weekend
538,Coffee,morning,weekend
539,Brownie,morning,weekend
539,Hot chocolate,morning,weekend
540,Bread,morning,weekend
541,Bread,morning,weekend
541,Bread,morning,weekend
541,Medialuna,morning,weekend
542,Coffee,morning,weekend
542,Hot chocolate,morning,weekend
542,Brownie,morning,weekend
543,Scandinavian,morning,weekend
544,Basket,morning,weekend
544,Bread,morning,weekend
545,Coffee,morning,weekend
545,Bread,morning,weekend
545,Brownie,morning,weekend
546,Cake,morning,weekend
546,Fudge,morning,weekend
547,Coffee,morning,weekend
547,Hot chocolate,morning,weekend
547,Coffee,morning,weekend
547,Basket,morning,weekend
548,Scandinavian,morning,weekend
549,Scandinavian,morning,weekend
550,Coffee,morning,weekend
550,Bread,morning,weekend
550,Coffee,morning,weekend
550,Cake,morning,weekend
550,Medialuna,morning,weekend
551,Coffee,morning,weekend
551,Coffee,morning,weekend
551,Medialuna,morning,weekend
552,Bread,morning,weekend
552,Pastry,morning,weekend
553,Bread,morning,weekend
553,Brownie,morning,weekend
554,Medialuna,morning,weekend
554,Farm House,morning,weekend
555,Bread,morning,weekend
555,Medialuna,morning,weekend
556,Brownie,morning,weekend
556,Medialuna,morning,weekend
556,Hot chocolate,morning,weekend
556,Smoothies,morning,weekend
556,Coffee,morning,weekend
557,Bread,morning,weekend
557,Tea,morning,weekend
557,Coffee,morning,weekend
557,Brownie,morning,weekend
557,Medialuna,morning,weekend
558,Medialuna,morning,weekend
558,Medialuna,morning,weekend
558,Cookies,morning,weekend
559,Coffee,morning,weekend
559,Medialuna,morning,weekend
560,Bread,morning,weekend
560,Fudge,morning,weekend
562,Coffee,morning,weekend
562,Tea,morning,weekend
563,Coffee,morning,weekend
563,Cookies,morning,weekend
564,Pastry,morning,weekend
564,Bread,morning,weekend
564,Brownie,morning,weekend
565,Bread,morning,weekend
565,Coffee,morning,weekend
565,Bread,morning,weekend
566,Coffee,morning,weekend
566,Coffee,morning,weekend
566,Tea,morning,weekend
567,Bread,morning,weekend
568,Medialuna,morning,weekend
568,Coffee,morning,weekend
569,My-5 Fruit Shoot,morning,weekend
569,Coffee,morning,weekend
569,Brownie,morning,weekend
570,Coffee,morning,weekend
570,Fudge,morning,weekend
571,Coffee,morning,weekend
572,Coffee,morning,weekend
572,Basket,morning,weekend
573,Farm House,morning,weekend
574,Farm House,morning,weekend
575,Coffee,morning,weekend
575,Brownie,morning,weekend
576,Scandinavian,morning,weekend
576,Brownie,morning,weekend
576,My-5 Fruit Shoot,morning,weekend
577,Tartine,morning,weekend
577,Coffee,morning,weekend
577,Hot chocolate,morning,weekend
577,Brownie,morning,weekend
578,Brownie,morning,weekend
578,Bread,morning,weekend
578,Hot chocolate,morning,weekend
579,Jam,morning,weekend
579,Fudge,morning,weekend
580,Coffee,morning,weekend
581,Fudge,morning,weekend
583,Mighty Protein,morning,weekend
583,Hearty & Seasonal,morning,weekend
583,Coffee,morning,weekend
583,Tea,morning,weekend
583,Cake,morning,weekend
584,Coffee,morning,weekend
585,Scandinavian,morning,weekend
586,Cake,morning,weekend
586,Victorian Sponge,morning,weekend
586,Scandinavian,morning,weekend
587,Tea,morning,weekend
587,Cake,morning,weekend
588,Coffee,morning,weekend
588,Coffee,morning,weekend
589,Coffee,afternoon,weekend
589,Coffee,afternoon,weekend
590,Bread,afternoon,weekend
591,Frittata,afternoon,weekend
592,Coffee,afternoon,weekend
592,Coffee,afternoon,weekend
592,My-5 Fruit Shoot,afternoon,weekend
592,Brownie,afternoon,weekend
593,Focaccia,afternoon,weekend
593,Fairy Doors,afternoon,weekend
594,Tea,afternoon,weekend
594,Coffee,afternoon,weekend
594,Coffee,afternoon,weekend
595,Hot chocolate,afternoon,weekend
595,Hearty & Seasonal,afternoon,weekend
595,Pick and Mix Bowls,afternoon,weekend
595,Brownie,afternoon,weekend
596,Frittata,afternoon,weekend
596,Coffee,afternoon,weekend
597,Bread,afternoon,weekend
597,Brownie,afternoon,weekend
598,Frittata,afternoon,weekend
599,Scandinavian,afternoon,weekend
600,Bread,afternoon,weekend
601,Farm House,afternoon,weekend
602,Pick and Mix Bowls,afternoon,weekend
602,Jam,afternoon,weekend
602,Soup,afternoon,weekend
602,Brownie,afternoon,weekend
603,Hearty & Seasonal,afternoon,weekend
603,Coffee,afternoon,weekend
603,Tea,afternoon,weekend
604,Bread,afternoon,weekend
605,Bread,afternoon,weekend
605,Frittata,afternoon,weekend
606,Scandinavian,afternoon,weekend
608,Tartine,afternoon,weekend
608,Hot chocolate,afternoon,weekend
608,Coffee,afternoon,weekend
609,Coffee,afternoon,weekend
609,Mighty Protein,afternoon,weekend
610,Frittata,afternoon,weekend
610,Coffee,afternoon,weekend
611,Scandinavian,afternoon,weekend
612,Hearty & Seasonal,afternoon,weekend
612,Coffee,afternoon,weekend
612,Mineral water,afternoon,weekend
613,Scandinavian,afternoon,weekend
615,Bread,afternoon,weekend
615,Coffee,afternoon,weekend
616,Hearty & Seasonal,afternoon,weekend
616,Soup,afternoon,weekend
616,Bread,afternoon,weekend
616,Coffee,afternoon,weekend
617,Brownie,afternoon,weekend
617,Cake,afternoon,weekend
617,Tea,afternoon,weekend
618,Mighty Protein,afternoon,weekend
618,Coffee,afternoon,weekend
620,Coffee,afternoon,weekend
620,Tea,afternoon,weekend
620,Brownie,afternoon,weekend
620,Soup,afternoon,weekend
621,Cake,afternoon,weekend
622,Hot chocolate,afternoon,weekend
622,Coffee,afternoon,weekend
622,Cake,afternoon,weekend
623,Hearty & Seasonal,afternoon,weekend
623,Coffee,afternoon,weekend
624,Coffee,afternoon,weekend
625,Frittata,afternoon,weekend
625,Coffee,afternoon,weekend
625,Brownie,afternoon,weekend
626,Sandwich,afternoon,weekend
626,Frittata,afternoon,weekend
626,Coke,afternoon,weekend
626,Mineral water,afternoon,weekend
626,Brownie,afternoon,weekend
627,Granola,afternoon,weekend
627,Scandinavian,afternoon,weekend
628,Coffee,afternoon,weekend
628,Coke,afternoon,weekend
628,Coffee,afternoon,weekend
629,Tea,afternoon,weekend
629,Tea,afternoon,weekend
629,Brownie,afternoon,weekend
629,Cake,afternoon,weekend
630,Fudge,afternoon,weekend
631,Coffee,afternoon,weekend
632,Brownie,afternoon,weekend
633,Cake,afternoon,weekend
634,Tea,afternoon,weekend
635,Coffee,afternoon,weekend
635,Coffee,afternoon,weekend
635,Coffee,afternoon,weekend
635,Soup,afternoon,weekend
635,Sandwich,afternoon,weekend
635,Cake,afternoon,weekend
636,Coffee,afternoon,weekend
636,Bread,afternoon,weekend
636,Brownie,afternoon,weekend
637,Bread,afternoon,weekend
637,Coffee,afternoon,weekend
637,Brownie,afternoon,weekend
638,Coffee,afternoon,weekend
638,Bread,afternoon,weekend
638,Brownie,afternoon,weekend
639,Brownie,afternoon,weekend
639,Coffee,afternoon,weekend
640,Coffee,afternoon,weekend
640,Soup,afternoon,weekend
640,Brownie,afternoon,weekend
641,Fudge,afternoon,weekend
642,Bread,afternoon,weekend
642,Focaccia,afternoon,weekend
643,Bread,afternoon,weekend
643,Farm House,afternoon,weekend
643,Jam,afternoon,weekend
644,Hot chocolate,afternoon,weekend
644,Brownie,afternoon,weekend
645,Hot chocolate,afternoon,weekend
646,Coffee,afternoon,weekend
646,Brownie,afternoon,weekend
647,Medialuna,evening,weekend
647,Pastry,evening,weekend
648,Bread,morning,weekend
650,Coffee,morning,weekend
650,Pastry,morning,weekend
650,Bread,morning,weekend
651,Coffee,morning,weekend
651,Mineral water,morning,weekend
652,Pastry,morning,weekend
652,Bread,morning,weekend
652,Hot chocolate,morning,weekend
653,Bread,morning,weekend
654,Bread,morning,weekend
655,Jam,morning,weekend
655,Coffee,morning,weekend
655,Coffee,morning,weekend
655,Bread,morning,weekend
656,Coffee,morning,weekend
656,Coffee,morning,weekend
656,Pastry,morning,weekend
657,Medialuna,morning,weekend
657,Coffee,morning,weekend
657,Coffee,morning,weekend
657,Focaccia,morning,weekend
657,Hearty & Seasonal,morning,weekend
658,Bread,morning,weekend
658,Farm House,morning,weekend
658,Coffee,morning,weekend
658,Jam,morning,weekend
659,Farm House,morning,weekend
660,Coffee,morning,weekend
660,Tea,morning,weekend
660,Pastry,morning,weekend
660,Medialuna,morning,weekend
661,Pastry,morning,weekend
661,Medialuna,morning,weekend
661,Coffee,morning,weekend
662,Coffee,morning,weekend
662,Hot chocolate,morning,weekend
662,Basket,morning,weekend
662,Farm House,morning,weekend
663,Pastry,morning,weekend
663,Farm House,morning,weekend
664,Hot chocolate,morning,weekend
664,Coffee,morning,weekend
664,My-5 Fruit Shoot,morning,weekend
665,Pastry,morning,weekend
665,Medialuna,morning,weekend
665,Muffin,morning,weekend
666,Farm House,morning,weekend
667,Muffin,morning,weekend
667,Pastry,morning,weekend
667,Focaccia,morning,weekend
668,Coffee,morning,weekend
668,Tea,morning,weekend
669,Bread,morning,weekend
670,Focaccia,morning,weekend
671,Coffee,morning,weekend
671,Hot chocolate,morning,weekend
671,Pastry,morning,weekend
671,Jam,morning,weekend
672,Bread,morning,weekend
673,Coffee,morning,weekend
673,Pastry,morning,weekend
673,Bread,morning,weekend
674,Tea,morning,weekend
675,Hot chocolate,morning,weekend
675,Coffee,morning,weekend
675,Mineral water,morning,weekend
676,Coffee,morning,weekend
676,Coffee,morning,weekend
677,Coffee,morning,weekend
678,Jam,morning,weekend
678,Coffee,morning,weekend
678,Coffee,morning,weekend
680,Muffin,morning,weekend
681,Bread,morning,weekend
682,Bread,morning,weekend
683,Bread,morning,weekend
684,Muffin,morning,weekend
684,Hot chocolate,morning,weekend
684,Coffee,morning,weekend
685,Muffin,morning,weekend
685,Fudge,morning,weekend
686,Bread,morning,weekend
687,Bread,afternoon,weekend
688,Farm House,afternoon,weekend
689,Coffee,afternoon,weekend
689,Muffin,afternoon,weekend
690,Focaccia,afternoon,weekend
691,Bread,afternoon,weekend
691,Tea,afternoon,weekend
692,Coffee,afternoon,weekend
692,Hot chocolate,afternoon,weekend
693,Coffee,afternoon,weekend
693,Tartine,afternoon,weekend
693,Coffee,afternoon,weekend
693,Pick and Mix Bowls,afternoon,weekend
693,Jam,afternoon,weekend
695,Jam,afternoon,weekend
696,Tartine,afternoon,weekend
697,Bread,afternoon,weekend
697,Coffee,afternoon,weekend
698,Coffee,afternoon,weekend
698,Coffee,afternoon,weekend
698,Mineral water,afternoon,weekend
698,Juice,afternoon,weekend
698,Tartine,afternoon,weekend
698,Pick and Mix Bowls,afternoon,weekend
699,Bread,afternoon,weekend
699,Tea,afternoon,weekend
699,Juice,afternoon,weekend
700,Coffee,afternoon,weekend
700,Coffee,afternoon,weekend
700,Cake,afternoon,weekend
701,Farm House,afternoon,weekend
702,Farm House,afternoon,weekend
703,Cake,afternoon,weekend
703,Brownie,afternoon,weekend
703,Coffee,afternoon,weekend
703,Coffee,afternoon,weekend
704,Focaccia,afternoon,weekend
704,Coffee,afternoon,weekend
705,Tea,afternoon,weekend
705,Coffee,afternoon,weekend
705,Muffin,afternoon,weekend
706,Coffee,afternoon,weekend
707,Tea,afternoon,weekend
707,Coffee,afternoon,weekend
708,Hearty & Seasonal,afternoon,weekend
708,Cake,afternoon,weekend
708,Coffee,afternoon,weekend
709,Bread,afternoon,weekend
709,Tea,afternoon,weekend
709,Cake,afternoon,weekend
710,Mighty Protein,afternoon,weekend
710,Coffee,afternoon,weekend
711,Hot chocolate,afternoon,weekend
711,Muffin,afternoon,weekend
712,Coffee,afternoon,weekend
712,Coffee,afternoon,weekend
712,Soup,afternoon,weekend
712,Mighty Protein,afternoon,weekend
713,Jam,afternoon,weekend
714,Coffee,afternoon,weekend
714,Alfajores,afternoon,weekend
715,Cake,afternoon,weekend
715,Hot chocolate,afternoon,weekend
715,Alfajores,afternoon,weekend
716,Hot chocolate,afternoon,weekend
716,Tea,afternoon,weekend
716,Muffin,afternoon,weekend
717,Brownie,afternoon,weekend
718,Cake,afternoon,weekend
718,Coffee,afternoon,weekend
719,Victorian Sponge,afternoon,weekend
719,Alfajores,afternoon,weekend
719,Tea,afternoon,weekend
720,Bread,afternoon,weekend
721,Tartine,afternoon,weekend
721,Tea,afternoon,weekend
721,Tartine,afternoon,weekend
722,Mighty Protein,afternoon,weekend
722,Tea,afternoon,weekend
723,Bread,afternoon,weekend
723,Fudge,afternoon,weekend
724,Medialuna,afternoon,weekend
724,Tartine,afternoon,weekend
724,Coffee,afternoon,weekend
725,Pastry,afternoon,weekend
725,Bread,afternoon,weekend
726,Pastry,afternoon,weekend
726,Bread,afternoon,weekend
727,Coffee,afternoon,weekend
727,Tea,afternoon,weekend
727,Alfajores,afternoon,weekend
727,Alfajores,afternoon,weekend
728,Alfajores,afternoon,weekend
728,Alfajores,afternoon,weekend
728,Coffee,afternoon,weekend
